areaType,areaCode,areaName,date,Age[ 0- 4],Age[ 5- 9],Age[10-14],Age[15-19],Age[20-24],Age[25-29],Age[30-34],Age[35-39],Age[40-44],Age[45-49],Age[50-54],Age[55-59],Age[60-64],Age[65-69],Age[70-74],Age[75-79],Age[80-84],Age[85-89],Age[90+]
unknown,unknown,unknown,2021-04-09,3,0,2,7,13,51,35,42,458,1347,2009,742,408,405,222,37,27,21,35
unknown,unknown,unknown,2021-04-10,4,1,5,10,53,30,6,46,358,940,3644,683,830,1029,172,18,7,17,11
unknown,unknown,unknown,2021-04-11,0,1,0,6,53,44,39,21,1,812,3519,1093,477,1239,25,0,25,18,15
unknown,unknown,unknown,2021-04-12,4,1,0,1,5,56,19,13,131,609,3020,1037,346,489,41,42,20,23,40
unknown,unknown,unknown,2021-04-13,3,0,8,3,43,22,44,0,279,543,2705,1859,494,750,90,27,19,15,29
unknown,unknown,unknown,2021-04-14,3,3,8,1,26,44,29,24,52,223,2038,1495,467,167,20,51,8,5,28
unknown,unknown,unknown,2021-04-15,4,3,0,4,47,54,31,11,21,525,96,1542,15,195,52,51,16,20,25
unknown,unknown,unknown,2021-04-16,4,2,10,3,12,41,6,27,441,559,2911,2720,113,1260,33,52,2,15,3
unknown,unknown,unknown,2021-04-17,3,3,11,9,63,58,5,47,463,721,2840,2385,321,992,17,21,3,17,5
unknown,unknown,unknown,2021-04-18,3,0,4,9,25,31,35,46,276,840,3020,3017,131,1012,151,44,20,17,33
unknown,unknown,unknown,2021-04-19,0,3,11,5,49,23,36,44,14,301,1860,1857,424,1379,12,56,20,20,10
unknown,unknown,unknown,2021-04-20,3,1,5,10,31,37,46,20,367,981,3829,270,172,797,156,50,9,2,29
unknown,unknown,unknown,2021-04-21,0,3,12,6,62,29,49,48,372,982,127,1426,222,200,183,55,27,2,16
unknown,unknown,unknown,2021-04-22,4,2,2,10,41,0,1,14,346,467,3500,3128,286,428,12,9,25,13,26
unknown,unknown,unknown,2021-04-23,2,2,1,5,59,17,4,12,168,1038,2668,473,63,976,204,31,19,24,34
unknown,unknown,unknown,2021-04-24,3,1,10,3,41,28,30,31,208,115,1434,1000,108,1530,182,9,10,19,38
unknown,unknown,unknown,2021-04-25,2,0,6,0,62,10,4,40,441,1327,243,2780,21,485,38,4,24,5,32
unknown,unknown,unknown,2021-04-26,1,2,9,10,2,9,38,26,202,892,2392,3367,5,1683,44,33,21,19,33
unknown,unknown,unknown,2021-04-27,3,0,2,6,60,42,54,45,235,608,1396,2039,313,158,30,34,15,20,9
unknown,unknown,unknown,2021-04-28,1,0,11,7,5,48,45,34,102,1275,515,3375,877,1233,66,59,3,17,2
unknown,unknown,unknown,2021-04-29,3,3,4,10,14,49,45,44,229,707,2695,228,841,637,33,26,13,11,14
unknown,unknown,unknown,2021-04-30,2,2,0,9,58,10,55,31,107,970,2130,3378,601,1102,2,17,7,0,5
unknown,unknown,unknown,2021-05-01,4,2,12,4,22,16,36,8,73,212,1660,977,399,1387,211,24,29,4,27
unknown,unknown,unknown,2021-05-02,0,1,4,1,44,47,7,11,258,964,3487,2980,702,1078,190,59,30,6,40
unknown,unknown,unknown,2021-05-03,4,0,9,2,62,3,12,12,41,1381,650,2078,403,139,106,28,21,0,4
unknown,unknown,unknown,2021-05-04,0,2,8,10,48,28,15,7,457,766,104,2909,511,153,216,31,8,18,10
unknown,unknown,unknown,2021-05-05,1,3,3,3,30,11,17,43,1,469,1104,1531,191,547,91,30,4,17,5
unknown,unknown,unknown,2021-05-06,0,1,8,1,3,33,20,14,54,264,2894,455,264,1339,167,29,21,18,36
unknown,unknown,unknown,2021-05-07,4,0,9,6,63,6,10,27,238,1357,1277,2149,389,1281,152,43,5,22,23
unknown,unknown,unknown,2021-05-08,2,3,2,6,40,48,18,36,375,176,2279,2913,728,754,206,32,7,6,24
unknown,unknown,unknown,2021-05-09,4,1,11,6,39,20,33,30,168,1191,495,2596,125,1016,190,18,5,5,0
unknown,unknown,unknown,2021-05-10,0,2,5,6,15,14,21,38,92,1415,1688,1967,183,814,216,38,24,14,17
unknown,unknown,unknown,2021-05-11,3,0,0,1,20,9,26,12,379,316,3270,895,330,1031,55,47,4,13,1
unknown,unknown,unknown,2021-05-12,3,3,11,1,25,4,54,16,262,83,1983,1517,340,1454,34,1,0,9,31
unknown,unknown,unknown,2021-05-13,3,0,5,3,50,35,40,23,277,596,1563,2520,304,172,41,42,9,19,6
unknown,unknown,unknown,2021-05-14,0,2,3,1,32,29,14,0,271,24,1403,1850,392,243,148,27,21,12,35
unknown,unknown,unknown,2021-05-15,2,2,3,8,30,33,2,45,177,1226,330,439,528,667,108,3,20,4,6
unknown,unknown,unknown,2021-05-16,3,0,11,3,4,55,43,16,10,1320,378,794,795,62,8,24,6,0,27
unknown,unknown,unknown,2021-05-17,1,1,8,6,58,32,4,29,347,670,882,1028,841,1504,210,5,13,17,25
unknown,unknown,unknown,2021-05-18,1,3,10,5,31,12,53,31,186,60,2428,85,796,1461,21,12,28,21,9
unknown,unknown,unknown,2021-05-19,2,1,9,10,40,55,35,30,358,719,2035,693,12,76,100,24,13,9,24
unknown,unknown,unknown,2021-05-20,0,2,5,5,31,1,24,22,203,408,1982,1939,520,1381,207,45,27,11,30
unknown,unknown,unknown,2021-05-21,0,3,6,8,45,46,22,20,135,955,1699,3335,878,1122,146,28,23,0,18
unknown,unknown,unknown,2021-05-22,2,3,3,8,54,17,10,25,33,558,1506,2178,789,1004,91,40,24,23,19
unknown,unknown,unknown,2021-05-23,3,3,8,3,7,6,53,2,34,945,3362,2337,202,1376,207,19,7,22,37
unknown,unknown,unknown,2021-05-24,3,1,6,0,52,7,26,16,230,758,226,1692,422,797,174,58,20,0,1
unknown,unknown,unknown,2021-05-25,0,0,8,0,13,26,31,5,106,652,1989,3077,675,195,62,21,18,15,16
unknown,unknown,unknown,2021-05-26,2,1,10,7,37,16,44,36,364,769,86,2218,340,319,38,48,22,13,30
unknown,unknown,unknown,2021-05-27,4,1,12,2,23,3,55,7,62,454,2561,796,637,838,202,35,22,1,7
unknown,unknown,unknown,2021-05-28,3,2,3,0,60,8,19,32,54,1293,610,1390,286,122,42,57,26,2,27
unknown,unknown,unknown,2021-05-29,0,0,3,3,0,16,0,24,175,1390,2398,1874,115,1346,185,26,14,18,33
unknown,unknown,unknown,2021-05-30,0,1,12,3,28,19,47,37,324,626,3155,337,761,999,218,3,19,7,7
unknown,unknown,unknown,2021-05-31,2,0,11,2,50,5,23,27,110,84,2532,3175,388,725,140,12,8,23,21
unknown,unknown,unknown,2021-06-01,3,3,12,9,22,24,30,40,380,1187,1793,1495,361,1575,107,41,19,4,31
unknown,unknown,unknown,2021-06-02,3,3,9,9,0,9,10,26,276,1361,181,1485,129,1478,113,60,30,17,19
unknown,unknown,unknown,2021-06-03,3,2,2,1,0,51,32,28,387,735,3200,2810,359,235,69,46,30,12,37
unknown,unknown,unknown,2021-06-04,0,1,7,9,57,27,30,33,64,915,2219,1212,119,1148,150,25,14,14,7
unknown,unknown,unknown,2021-06-05,3,3,6,1,35,5,55,42,359,1354,3132,3121,818,1190,61,55,4,22,39
unknown,unknown,unknown,2021-06-06,0,3,10,9,8,58,45,10,12,987,1696,1475,192,984,46,49,1,16,36
unknown,unknown,unknown,2021-06-07,2,2,5,10,27,36,6,2,227,1319,1856,1171,423,1367,209,40,13,6,20
unknown,unknown,unknown,2021-06-08,1,0,1,5,43,55,10,27,257,851,2781,3031,855,1156,88,31,4,10,4
unknown,unknown,unknown,2021-06-09,2,3,9,4,57,2,2,18,323,642,2684,3140,280,145,188,58,26,2,28
unknown,unknown,unknown,2021-06-10,2,0,6,5,24,26,13,11,45,1254,1317,2733,432,409,66,40,19,19,16
unknown,unknown,unknown,2021-06-11,2,1,1,10,51,59,35,44,198,868,400,1054,799,1319,76,39,24,2,39
unknown,unknown,unknown,2021-06-12,3,3,8,8,51,10,6,23,18,499,1253,2201,112,0,90,51,0,9,6
unknown,unknown,unknown,2021-06-13,3,0,4,8,39,18,55,36,212,531,2923,475,467,641,49,56,21,20,36
unknown,unknown,unknown,2021-06-14,0,0,6,6,0,11,5,11,476,608,3062,1858,492,802,204,18,19,10,37
unknown,unknown,unknown,2021-06-15,0,2,2,2,11,57,30,2,390,1113,3505,296,814,885,197,43,26,11,15
unknown,unknown,unknown,2021-06-16,2,3,1,9,48,18,27,28,277,724,2012,2665,408,1698,225,10,24,1,33
unknown,unknown,unknown,2021-06-17,3,3,11,10,28,29,12,41,263,1019,3141,641,428,607,155,17,1,21,40
unknown,unknown,unknown,2021-06-18,0,2,8,7,22,38,45,15,19,956,3634,3306,207,1001,213,2,29,17,35
unknown,unknown,unknown,2021-06-19,2,3,10,3,20,17,14,24,415,10,505,527,908,207,145,54,14,8,2
unknown,unknown,unknown,2021-06-20,3,0,7,1,24,4,40,42,71,183,3627,1422,343,1465,110,10,17,22,0
unknown,unknown,unknown,2021-06-21,3,3,6,3,13,41,45,22,308,954,3653,2891,483,314,176,33,8,3,2
unknown,unknown,unknown,2021-06-22,2,0,5,10,54,25,29,46,82,572,1902,2118,562,856,44,5,16,10,21
unknown,unknown,unknown,2021-06-23,2,1,11,10,22,4,7,13,124,82,693,2053,341,414,144,37,17,23,39
unknown,unknown,unknown,2021-06-24,2,2,10,9,16,41,22,2,458,580,2061,888,892,1046,0,6,21,15,30
unknown,unknown,unknown,2021-06-25,1,2,6,3,2,1,19,42,427,811,121,2921,91,1095,67,10,27,4,28
unknown,unknown,unknown,2021-06-26,1,3,6,0,59,50,41,18,85,481,997,1349,403,798,90,36,12,24,33
unknown,unknown,unknown,2021-06-27,0,2,5,0,24,45,43,42,128,286,1566,3241,316,147,137,36,9,1,11
unknown,unknown,unknown,2021-06-28,2,2,6,10,14,23,6,33,311,55,1354,1080,221,1492,109,59,27,8,37
unknown,unknown,unknown,2021-06-29,3,0,12,9,3,1,45,10,68,1201,3679,238,554,389,23,45,26,13,37
unknown,unknown,unknown,2021-06-30,0,3,7,6,29,51,14,21,341,397,894,1282,211,1534,150,25,17,7,11
unknown,unknown,unknown,2021-07-01,0,1,8,7,22,17,8,17,347,304,1797,1299,102,401,190,13,30,15,36
unknown,unknown,unknown,2021-07-02,1,1,7,5,10,50,34,48,192,915,3368,22,699,1508,25,36,11,24,3
unknown,unknown,unknown,2021-07-03,2,2,10,1,13,43,43,40,225,936,2968,944,459,1555,107,40,20,21,26
unknown,unknown,unknown,2021-07-04,1,1,8,9,24,15,26,19,276,503,2867,3194,795,411,52,37,7,20,9
unknown,unknown,unknown,2021-07-05,3,2,7,5,38,54,19,2,347,150,3545,1177,574,1472,1,33,23,5,7
unknown,unknown,unknown,2021-07-06,3,0,11,2,0,5,17,45,476,350,1515,1322,55,1564,73,45,13,5,2
unknown,unknown,unknown,2021-07-07,0,1,10,8,11,23,49,31,273,938,2501,1259,650,1080,152,25,3,3,32
unknown,unknown,unknown,2021-07-08,2,0,10,10,12,58,52,16,186,865,2015,1671,691,1547,124,9,1,1,1
unknown,unknown,unknown,2021-07-09,0,2,1,8,62,20,7,17,268,259,632,2101,893,1356,47,31,0,3,24
unknown,unknown,unknown,2021-07-10,4,3,0,6,17,23,46,27,473,1427,517,3184,914,1231,149,56,16,2,2
unknown,unknown,unknown,2021-07-11,1,2,4,10,48,58,22,13,393,693,403,3066,887,1018,83,37,1,24,6
unknown,unknown,unknown,2021-07-12,0,0,11,8,43,45,19,11,341,38,988,3329,316,471,6,43,5,23,39
unknown,unknown,unknown,2021-07-13,2,2,3,4,37,3,14,30,458,1021,2538,3059,503,979,98,19,12,19,30
unknown,unknown,unknown,2021-07-14,1,0,3,2,11,22,15,19,181,249,839,428,450,830,11,43,22,0,21
unknown,unknown,unknown,2021-07-15,0,0,8,8,20,51,55,13,448,861,3308,485,96,1200,0,57,12,4,2
unknown,unknown,unknown,2021-07-16,3,2,1,0,22,2,48,22,418,852,2419,986,208,980,73,23,26,17,14
unknown,unknown,unknown,2021-07-17,4,2,1,8,17,59,18,17,450,1373,226,1497,218,376,165,34,8,10,15
unknown,unknown,unknown,2021-07-18,2,0,11,7,51,8,43,31,168,1106,926,1348,788,1482,219,31,20,21,7
unknown,unknown,unknown,2021-07-19,2,2,0,1,37,36,54,40,126,1418,1187,2623,427,332,117,47,17,1,5
unknown,unknown,unknown,2021-07-20,3,1,4,0,27,26,27,38,322,1141,3599,2461,675,57,200,29,18,11,12
unknown,unknown,unknown,2021-07-21,2,3,6,9,48,59,27,25,302,1402,1527,1518,168,1122,226,46,17,19,8
unknown,unknown,unknown,2021-07-22,3,3,1,4,54,54,8,6,143,17,2746,2570,912,1052,163,2,16,5,33
unknown,unknown,unknown,2021-07-23,2,0,4,1,47,13,43,44,447,922,2844,231,889,1261,27,6,20,16,30
unknown,unknown,unknown,2021-07-24,4,2,6,7,46,7,0,13,111,525,3079,3181,344,1210,188,43,2,19,17
unknown,unknown,unknown,2021-07-25,4,2,1,4,36,19,32,3,450,403,1633,2221,143,37,59,39,9,11,38
unknown,unknown,unknown,2021-07-26,0,1,3,0,64,7,23,34,21,1299,65,3042,706,566,45,30,9,10,2
unknown,unknown,unknown,2021-07-27,0,1,6,8,39,56,17,41,16,153,1177,2183,643,25,175,52,21,16,37
unknown,unknown,unknown,2021-07-28,1,1,8,7,20,37,47,22,69,635,3732,2023,277,1486,182,40,9,19,10
unknown,unknown,unknown,2021-07-29,4,1,1,4,25,26,0,12,328,1304,950,2422,903,669,223,54,27,0,8
unknown,unknown,unknown,2021-07-30,4,1,11,7,25,1,39,29,30,1009,1024,3238,536,1450,82,57,13,22,25
unknown,unknown,unknown,2021-07-31,0,3,11,9,60,0,37,25,447,645,1662,3273,731,1587,157,9,13,0,36
unknown,unknown,unknown,2021-08-01,4,1,8,5,12,55,21,47,106,1011,1985,1946,847,149,47,19,19,0,18
unknown,unknown,unknown,2021-08-02,3,0,3,5,29,23,50,29,199,699,3063,3205,248,1682,72,20,29,9,34
unknown,unknown,unknown,2021-08-03,3,0,9,6,31,54,20,26,467,625,3033,2049,850,712,223,21,0,19,6
unknown,unknown,unknown,2021-08-04,4,0,6,7,35,45,30,21,147,474,1708,1708,468,573,68,8,12,4,8
unknown,unknown,unknown,2021-08-05,0,3,5,0,23,26,44,33,425,34,3435,3375,608,58,72,1,27,14,29
unknown,unknown,unknown,2021-08-06,2,3,11,3,2,21,20,45,438,297,346,181,648,164,110,60,29,19,29
unknown,unknown,unknown,2021-08-07,2,3,11,10,64,45,6,27,60,917,2766,2434,553,364,227,28,24,9,39
unknown,unknown,unknown,2021-08-08,1,0,4,1,33,5,31,22,371,547,1019,2301,191,364,218,41,11,15,25
unknown,unknown,unknown,2021-08-09,4,2,5,2,12,1,48,7,77,204,2384,1822,714,1202,48,43,19,9,29
unknown,unknown,unknown,2021-08-10,3,1,10,9,25,41,20,36,475,1373,2083,2026,432,1275,139,13,25,16,27
unknown,unknown,unknown,2021-08-11,1,3,0,10,10,55,13,36,297,731,812,2346,913,1162,78,47,24,23,28
unknown,unknown,unknown,2021-08-12,3,3,8,4,2,52,13,10,443,856,3686,2590,389,869,130,33,28,20,34
unknown,unknown,unknown,2021-08-13,2,2,6,1,63,43,11,43,162,562,693,1662,295,1264,136,25,8,16,34
unknown,unknown,unknown,2021-08-14,4,3,4,8,30,30,47,35,211,722,1148,1526,230,592,3,32,9,8,10
unknown,unknown,unknown,2021-08-15,3,2,7,0,53,51,43,31,224,965,999,617,461,228,226,14,20,17,7
unknown,unknown,unknown,2021-08-16,1,3,9,0,56,43,18,18,65,284,3755,3026,362,917,24,31,5,21,28
unknown,unknown,unknown,2021-08-17,1,1,9,9,28,11,52,46,341,798,3712,1555,191,487,148,44,6,9,27
unknown,unknown,unknown,2021-08-18,3,0,2,2,9,23,53,30,349,334,1156,2190,709,1080,211,1,22,5,32
unknown,unknown,unknown,2021-08-19,2,2,4,6,26,3,55,38,21,327,2316,1381,489,521,17,36,9,10,31
unknown,unknown,unknown,2021-08-20,1,2,10,3,58,44,38,1,211,1314,3219,1068,732,816,188,47,0,19,11
unknown,unknown,unknown,2021-08-21,1,2,6,3,17,17,21,45,33,371,3484,608,73,339,36,59,18,2,40
unknown,unknown,unknown,2021-08-22,3,3,12,9,55,57,53,20,261,1051,1916,2299,584,232,149,46,12,8,23
unknown,unknown,unknown,2021-08-23,0,1,4,4,59,4,8,18,62,1012,3435,2038,372,594,191,59,29,18,17
unknown,unknown,unknown,2021-08-24,1,3,0,10,19,43,31,33,187,1256,1261,2559,681,1211,199,24,22,11,16
unknown,unknown,unknown,2021-08-25,3,2,2,10,40,9,49,2,124,118,2426,649,886,1073,175,18,14,14,25
unknown,unknown,unknown,2021-08-26,1,0,8,3,39,4,19,10,212,882,1015,160,345,864,149,59,6,19,36
unknown,unknown,unknown,2021-08-27,1,2,1,3,48,11,10,22,116,1126,3594,923,529,825,207,23,14,4,35
unknown,unknown,unknown,2021-08-28,4,0,7,5,53,49,42,20,263,504,1498,1224,854,736,92,35,28,12,34
unknown,unknown,unknown,2021-08-29,0,3,6,10,2,34,29,48,131,108,383,2633,788,166,50,18,4,11,29
unknown,unknown,unknown,2021-08-30,0,2,11,0,12,41,47,41,443,466,860,655,775,810,51,12,12,16,11
unknown,unknown,unknown,2021-08-31,4,3,3,6,42,7,31,31,337,789,3138,2616,739,666,59,38,29,11,22
unknown,unknown,unknown,2021-09-01,1,1,1,3,50,29,44,8,137,81,1764,2008,664,828,207,31,22,18,22
unknown,unknown,unknown,2021-09-02,2,3,6,9,39,2,42,38,408,164,924,1639,481,1542,122,9,23,9,3
unknown,unknown,unknown,2021-09-03,1,0,0,7,24,59,9,0,24,784,3805,150,719,253,73,55,15,22,26
unknown,unknown,unknown,2021-09-04,0,3,3,5,1,29,50,14,463,73,352,2750,126,876,62,14,7,6,17
unknown,unknown,unknown,2021-09-05,4,0,7,0,63,16,1,44,341,133,2065,2734,681,1107,171,11,7,13,5
unknown,unknown,unknown,2021-09-06,2,3,6,7,38,33,17,3,55,896,2317,3243,646,1585,174,4,13,24,30
unknown,unknown,unknown,2021-09-07,0,1,2,6,30,12,39,28,145,13,2919,1481,370,1207,105,37,23,9,17
unknown,unknown,unknown,2021-09-08,1,2,1,7,17,48,21,45,422,516,3253,70,481,889,190,12,18,10,10
unknown,unknown,unknown,2021-09-09,3,3,5,1,52,3,5,18,311,993,2190,2343,862,307,109,52,0,10,13
unknown,unknown,unknown,2021-09-10,0,2,6,4,45,9,23,37,382,41,2392,1049,681,982,139,47,22,8,23
unknown,unknown,unknown,2021-09-11,1,0,9,1,42,52,53,27,131,788,1445,1642,820,784,163,32,10,18,6
unknown,unknown,unknown,2021-09-12,4,2,3,1,17,30,39,9,84,645,301,2209,297,1384,184,46,16,18,11
unknown,unknown,unknown,2021-09-13,1,3,8,10,16,4,45,40,423,736,571,2088,914,51,77,8,28,3,27
unknown,unknown,unknown,2021-09-14,3,3,3,4,50,37,54,32,110,218,910,1215,410,1408,216,49,6,9,11
unknown,unknown,unknown,2021-09-15,1,2,2,10,34,34,52,23,121,1227,2491,953,453,913,127,16,1,7,29
unknown,unknown,unknown,2021-09-16,1,3,9,3,32,18,43,34,225,670,1584,588,129,1392,137,19,28,1,20
unknown,unknown,unknown,2021-09-17,0,3,7,10,63,0,25,35,373,608,3140,3153,741,299,70,56,30,2,29
unknown,unknown,unknown,2021-09-18,1,3,1,5,20,20,11,9,50,58,518,305,395,1219,117,45,12,12,5
unknown,unknown,unknown,2021-09-19,4,0,1,7,55,25,51,28,0,873,2528,379,522,1611,43,13,7,16,20
unknown,unknown,unknown,2021-09-20,1,1,5,8,28,10,42,44,165,312,2417,557,431,686,191,19,18,1,21
unknown,unknown,unknown,2021-09-21,2,2,4,10,32,20,25,3,32,88,2557,134,261,244,102,50,20,23,20
unknown,unknown,unknown,2021-09-22,0,1,5,0,41,39,36,12,60,352,2090,2040,122,804,27,39,4,10,13
unknown,unknown,unknown,2021-09-23,0,3,0,6,60,15,5,12,363,288,2976,3199,707,151,208,30,5,15,9
unknown,unknown,unknown,2021-09-24,3,0,12,6,37,58,44,34,306,1428,1925,1961,645,21,47,55,23,13,24
unknown,unknown,unknown,2021-09-25,2,2,3,9,51,3,5,41,442,1118,2156,3041,843,1440,218,24,9,9,5
unknown,unknown,unknown,2021-09-26,4,3,4,5,57,16,48,35,1,1383,2289,1082,577,494,51,25,21,21,38
unknown,unknown,unknown,2021-09-27,1,3,10,10,35,31,7,28,5,134,2829,336,661,977,185,40,12,3,25
unknown,unknown,unknown,2021-09-28,1,1,5,7,46,9,39,42,184,921,3758,3011,677,404,50,60,23,19,34
unknown,unknown,unknown,2021-09-29,2,2,1,1,45,3,29,2,205,764,1977,3239,794,1143,159,23,2,23,8
unknown,unknown,unknown,2021-09-30,2,3,7,6,18,40,24,38,355,952,1246,2532,677,913,213,20,8,9,20
unknown,unknown,unknown,2021-10-01,4,3,5,7,17,16,54,45,386,796,1401,1296,776,217,84,16,4,7,3
unknown,unknown,unknown,2021-10-02,1,2,12,6,17,40,13,13,268,987,3267,939,457,1261,45,11,12,6,18
unknown,unknown,unknown,2021-10-03,2,2,9,5,31,6,40,9,229,40,1190,1625,875,275,57,35,6,19,26
unknown,unknown,unknown,2021-10-04,1,2,9,8,48,56,41,18,133,1212,3128,3363,63,89,152,54,9,22,4
unknown,unknown,unknown,2021-10-05,2,3,7,3,58,53,48,47,117,856,3167,1942,315,121,3,13,30,7,19
unknown,unknown,unknown,2021-10-06,3,2,5,1,32,47,46,30,25,278,2329,2879,267,996,206,60,17,15,8
unknown,unknown,unknown,2021-10-07,1,3,8,10,42,50,44,11,45,762,2840,43,656,976,85,47,20,1,23
unknown,unknown,unknown,2021-10-08,1,0,3,10,14,29,17,45,172,670,3376,1255,520,1200,166,51,12,5,34
unknown,unknown,unknown,2021-10-09,4,1,3,2,39,6,27,22,352,660,1990,2111,465,163,85,44,7,17,29
unknown,unknown,unknown,2021-10-10,2,2,7,4,17,39,10,17,154,1266,988,2096,20,77,222,37,27,17,25
unknown,unknown,unknown,2021-10-11,3,1,6,3,31,2,22,25,136,569,3163,1157,617,1488,41,14,10,7,6
unknown,unknown,unknown,2021-10-12,1,0,7,3,37,54,39,39,359,1235,2770,1131,457,1162,185,20,17,1,7
unknown,unknown,unknown,2021-10-13,4,3,7,4,26,8,40,30,234,536,523,2167,498,1586,155,52,23,5,34
unknown,unknown,unknown,2021-10-14,2,2,12,2,9,50,48,41,121,569,332,3240,105,198,181,48,18,7,36
unknown,unknown,unknown,2021-10-15,4,3,4,8,14,56,26,40,69,474,184,2253,16,948,86,11,15,3,9
unknown,unknown,unknown,2021-10-16,4,0,0,7,38,48,30,7,474,86,1384,1941,769,569,81,40,28,16,25
unknown,unknown,unknown,2021-10-17,0,1,8,7,51,23,53,28,376,1387,3325,165,709,1060,107,58,3,11,39
unknown,unknown,unknown,2021-10-18,0,0,1,8,45,4,12,10,122,735,3671,137,279,82,83,26,22,1,7
unknown,unknown,unknown,2021-10-19,0,3,0,4,50,47,49,15,140,613,509,1417,444,1249,95,49,0,22,33
unknown,unknown,unknown,2021-10-20,1,2,4,0,37,55,25,13,80,332,3005,44,391,1661,85,46,18,8,13
unknown,unknown,unknown,2021-10-21,0,2,6,5,17,43,12,32,467,1191,268,2702,570,72,49,1,13,23,4
unknown,unknown,unknown,2021-10-22,2,1,3,2,50,8,19,35,367,1031,157,2087,198,960,218,55,25,1,5
unknown,unknown,unknown,2021-10-23,4,0,10,6,38,41,1,30,448,1080,3624,820,285,1658,17,13,26,23,3
unknown,unknown,unknown,2021-10-24,4,2,10,9,22,33,49,29,128,88,600,657,721,674,160,50,18,11,33
unknown,unknown,unknown,2021-10-25,0,2,6,10,34,16,24,5,246,1053,2083,440,289,1458,46,44,20,14,27
unknown,unknown,unknown,2021-10-26,2,0,2,6,25,34,5,41,162,408,1568,2917,567,1292,76,34,23,19,37
unknown,unknown,unknown,2021-10-27,1,3,3,9,48,23,26,21,228,645,1019,361,6,770,125,28,26,15,17
unknown,unknown,unknown,2021-10-28,2,1,8,7,39,11,41,48,278,220,1491,3114,719,727,0,1,12,17,22
unknown,unknown,unknown,2021-10-29,2,0,11,7,56,53,1,30,216,24,1274,1645,724,1327,209,19,16,1,7
unknown,unknown,unknown,2021-10-30,3,2,9,4,64,4,50,32,379,964,512,2074,351,621,221,8,5,20,30
unknown,unknown,unknown,2021-10-31,4,1,2,2,45,30,54,2,257,542,2640,2207,811,1137,152,11,22,7,23
unknown,unknown,unknown,2021-11-01,1,0,5,6,41,43,53,37,196,498,1291,432,733,1260,224,45,14,8,29
unknown,unknown,unknown,2021-11-02,1,2,0,9,18,4,6,38,219,293,1747,123,130,1290,146,43,18,2,8
unknown,unknown,unknown,2021-11-03,1,3,0,10,43,45,23,46,273,1111,1392,2621,868,988,70,2,3,14,16
unknown,unknown,unknown,2021-11-04,2,2,0,4,37,49,33,13,40,1216,1031,61,420,688,183,28,27,13,14
unknown,unknown,unknown,2021-11-05,0,0,2,10,15,41,16,9,69,505,1818,2761,198,699,138,33,30,9,24
unknown,unknown,unknown,2021-11-06,3,2,12,9,2,7,41,30,156,269,1021,1580,617,1297,10,24,12,3,15
unknown,unknown,unknown,2021-11-07,0,2,9,10,54,48,17,42,236,439,2021,3131,321,291,93,57,1,3,25
unknown,unknown,unknown,2021-11-08,3,2,7,4,27,27,8,36,31,1228,2117,1247,66,364,142,16,7,15,32
unknown,unknown,unknown,2021-11-09,3,3,4,1,8,9,46,48,338,316,1315,2420,918,1655,217,44,14,7,13
unknown,unknown,unknown,2021-11-10,4,2,11,8,19,13,0,0,468,299,642,2505,562,492,29,4,14,9,23
unknown,unknown,unknown,2021-11-11,0,3,11,5,56,4,28,21,160,409,1748,3293,303,159,26,10,4,3,5
unknown,unknown,unknown,2021-11-12,1,1,9,1,12,50,1,17,108,3,343,2677,902,160,198,54,13,16,35
unknown,unknown,unknown,2021-11-13,2,0,1,8,42,51,53,48,366,206,1945,786,910,915,82,29,20,18,3
unknown,unknown,unknown,2021-11-14,2,0,1,0,0,49,10,9,212,232,1305,216,290,307,161,11,0,2,14
unknown,unknown,unknown,2021-11-15,3,2,7,7,34,22,39,38,236,202,1023,2119,759,393,158,42,15,23,35
unknown,unknown,unknown,2021-11-16,1,0,11,7,6,48,32,14,66,611,1182,599,839,883,224,35,20,4,26
unknown,unknown,unknown,2021-11-17,2,0,6,9,0,39,17,8,53,599,3463,44,807,1693,225,23,0,1,3
unknown,unknown,unknown,2021-11-18,2,1,8,2,48,51,40,41,28,104,237,2165,778,310,19,15,13,23,39
unknown,unknown,unknown,2021-11-19,1,3,7,2,36,53,53,45,87,202,3261,1421,844,437,35,40,27,0,14
unknown,unknown,unknown,2021-11-20,0,2,8,10,11,14,25,26,446,36,2363,2430,568,1421,122,14,25,20,7
unknown,unknown,unknown,2021-11-21,0,0,0,2,47,32,5,19,182,1234,379,414,255,918,218,14,6,7,17
unknown,unknown,unknown,2021-11-22,4,1,6,3,45,10,0,45,415,1400,809,2792,454,1292,53,21,28,17,19
unknown,unknown,unknown,2021-11-23,4,1,10,3,61,55,55,16,110,447,1624,1915,231,214,106,50,16,6,31
unknown,unknown,unknown,2021-11-24,2,3,4,8,30,2,15,29,151,194,2517,1430,310,1325,37,11,6,3,14
unknown,unknown,unknown,2021-11-25,2,3,11,1,47,12,7,1,70,384,2641,3140,462,911,101,48,25,3,33
unknown,unknown,unknown,2021-11-26,3,0,2,3,21,39,13,47,423,17,3765,1490,115,602,100,17,28,19,8
unknown,unknown,unknown,2021-11-27,1,0,12,3,51,27,48,10,248,994,13,1037,224,737,9,37,18,9,8
unknown,unknown,unknown,2021-11-28,1,1,1,5,37,22,31,24,373,789,3797,1055,230,1123,136,24,7,12,9
